tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2018-560,US Open,Hard,128,G,20180827,195,103819,2.0,,Roger Federer,R,185.0,SUI,37.0,2.0,7080.0,105332,,,Benoit Paire,R,196.0,FRA,29.3,56.0,955.0,7-5 6-4 6-4,5,R64,117.0,5.0,5.0,95.0,55.0,41.0,25.0,16.0,4.0,6.0,6.0,11.0,102.0,57.0,36.0,22.0,16.0,4.0,9.0
2018-560,US Open,Hard,128,G,20180827,211,103819,2.0,,Roger Federer,R,185.0,SUI,37.0,2.0,7080.0,106401,30.0,,Nick Kyrgios,R,193.0,AUS,23.3,30.0,1345.0,6-4 6-1 7-5,5,R32,104.0,16.0,1.0,92.0,61.0,53.0,15.0,15.0,4.0,4.0,13.0,2.0,94.0,57.0,36.0,22.0,14.0,6.0,10.0
2018-560,US Open,Hard,128,G,20180827,219,105357,,,John Millman,R,183.0,AUS,29.2,55.0,963.0,103819,2.0,,Roger Federer,R,185.0,SUI,37.0,2.0,7080.0,3-6 7-5 7-6(7) 7-6(3),5,R16,215.0,8.0,1.0,144.0,91.0,68.0,32.0,24.0,8.0,11.0,13.0,10.0,173.0,84.0,68.0,42.0,23.0,8.0,11.0
2019-580,Australian Open,Hard,128,G,20190114,217,126774,14.0,,Stefanos Tsitsipas,R,193.0,GRE,20.4,15.0,2095.0,103819,3.0,,Roger Federer,R,185.0,SUI,37.4,3.0,6420.0,6-7(11) 7-6(3) 7-5 7-6(5),5,R16,225.0,20.0,1.0,188.0,112.0,87.0,49.0,24.0,12.0,12.0,12.0,0.0,156.0,105.0,83.0,31.0,24.0,2.0,3.0
2019-580,Australian Open,Hard,128,G,20190114,187,103819,3.0,,Roger Federer,R,185.0,SUI,37.4,3.0,6420.0,105554,,Q,Daniel Evans,R,175.0,GBR,28.6,189.0,266.0,7-6(5) 7-6(3) 6-3,5,R64,155.0,11.0,1.0,99.0,62.0,52.0,24.0,17.0,2.0,3.0,4.0,0.0,115.0,70.0,51.0,21.0,16.0,3.0,5.0
2019-580,Australian Open,Hard,128,G,20190114,147,103819,3.0,,Roger Federer,R,185.0,SUI,37.4,3.0,6420.0,104797,,,Denis Istomin,R,185.0,UZB,32.3,101.0,577.0,6-3 6-4 6-4,5,R128,117.0,14.0,2.0,82.0,46.0,38.0,24.0,15.0,0.0,0.0,4.0,1.0,99.0,69.0,45.0,16.0,14.0,6.0,9.0
2019-580,Australian Open,Hard,128,G,20190114,207,103819,3.0,,Roger Federer,R,185.0,SUI,37.4,3.0,6420.0,126203,,,Taylor Fritz,R,196.0,USA,21.2,50.0,964.0,6-2 7-5 6-2,5,R32,88.0,10.0,3.0,70.0,43.0,40.0,17.0,14.0,0.0,0.0,8.0,0.0,78.0,45.0,28.0,20.0,14.0,4.0,9.0
2019-520,Roland Garros,Clay,128,G,20190527,1148,103819,3.0,,Roger Federer,R,185.0,SUI,37.7,3.0,5950.0,132283,,,Lorenzo Sonego,R,191.0,ITA,24.0,74.0,732.0,6-2 6-4 6-4,5,R128,101.0,5.0,2.0,70.0,52.0,44.0,11.0,14.0,3.0,4.0,3.0,0.0,92.0,59.0,37.0,14.0,14.0,6.0,11.0
2019-520,Roland Garros,Clay,128,G,20190527,1224,103819,3.0,,Roger Federer,R,185.0,SUI,37.7,3.0,5950.0,106214,,LL,Oscar Otte,R,193.0,GER,25.8,144.0,391.0,6-4 6-3 6-4,5,R64,96.0,5.0,0.0,82.0,62.0,47.0,15.0,15.0,4.0,4.0,4.0,3.0,78.0,40.0,28.0,22.0,14.0,1.0,4.0
2019-520,Roland Garros,Clay,128,G,20190527,1312,103819,3.0,,Roger Federer,R,185.0,SUI,37.7,3.0,5950.0,134770,,,Casper Ruud,R,183.0,NOR,20.4,63.0,810.0,6-3 6-1 7-6(8),5,R32,131.0,11.0,3.0,97.0,60.0,48.0,19.0,14.0,4.0,5.0,2.0,6.0,107.0,73.0,49.0,11.0,14.0,7.0,12.0
2019-520,Roland Garros,Clay,128,G,20190527,1406,103819,3.0,,Roger Federer,R,185.0,SUI,37.7,3.0,5950.0,104919,,,Leonardo Mayer,R,188.0,ARG,32.0,68.0,770.0,6-2 6-3 6-3,5,R16,102.0,4.0,0.0,70.0,47.0,39.0,16.0,13.0,0.0,0.0,0.0,4.0,87.0,45.0,28.0,20.0,13.0,5.0,10.0
2019-520,Roland Garros,Clay,128,G,20190527,1503,103819,3.0,,Roger Federer,R,185.0,SUI,37.7,3.0,5950.0,104527,24.0,,Stan Wawrinka,R,183.0,SUI,34.1,28.0,1365.0,7-6(4) 4-6 7-6(5) 6-4,5,QF,215.0,5.0,2.0,149.0,94.0,73.0,32.0,22.0,3.0,5.0,8.0,7.0,171.0,113.0,81.0,27.0,22.0,16.0,18.0
2019-520,Roland Garros,Clay,128,G,20190527,1602,104745,2.0,,Rafael Nadal,L,185.0,ESP,32.9,2.0,7945.0,103819,3.0,,Roger Federer,R,185.0,SUI,37.7,3.0,5950.0,6-3 6-4 6-2,5,SF,145.0,3.0,1.0,88.0,72.0,49.0,9.0,14.0,2.0,4.0,3.0,1.0,93.0,55.0,34.0,15.0,13.0,10.0,16.0
2019-540,Wimbledon,Grass,128,G,20190701,163,103819,2.0,,Roger Federer,R,185.0,SUI,37.8,3.0,6620.0,144750,,,Lloyd Harris,R,193.0,RSA,22.3,86.0,652.0,3-6 6-1 6-2 6-2,5,R128,111.0,9.0,1.0,78.0,44.0,35.0,27.0,16.0,0.0,1.0,5.0,3.0,99.0,59.0,37.0,18.0,16.0,6.0,12.0
2019-540,Wimbledon,Grass,128,G,20190701,195,103819,2.0,,Roger Federer,R,185.0,SUI,37.8,3.0,6620.0,126652,,,Jay Clarke,R,183.0,GBR,20.9,169.0,316.0,6-1 7-6(3) 6-2,5,R64,97.0,10.0,2.0,73.0,46.0,42.0,19.0,15.0,2.0,2.0,1.0,7.0,86.0,50.0,31.0,18.0,13.0,1.0,5.0
2019-540,Wimbledon,Grass,128,G,20190701,211,103819,2.0,,Roger Federer,R,185.0,SUI,37.8,3.0,6620.0,106298,27.0,,Lucas Pouille,R,185.0,FRA,25.3,28.0,1340.0,7-5 6-2 7-6(4),5,R32,126.0,6.0,0.0,102.0,71.0,54.0,18.0,16.0,3.0,4.0,6.0,3.0,106.0,51.0,34.0,30.0,17.0,5.0,9.0
2019-540,Wimbledon,Grass,128,G,20190701,219,103819,2.0,,Roger Federer,R,185.0,SUI,37.8,3.0,6620.0,126610,17.0,,Matteo Berrettini,R,196.0,ITA,23.2,20.0,1665.0,6-1 6-2 6-2,5,R16,74.0,5.0,1.0,61.0,42.0,37.0,13.0,12.0,1.0,1.0,3.0,3.0,58.0,26.0,18.0,11.0,11.0,1.0,7.0
2019-540,Wimbledon,Grass,128,G,20190701,223,103819,2.0,,Roger Federer,R,185.0,SUI,37.8,3.0,6620.0,105453,8.0,,Kei Nishikori,R,178.0,JPN,29.5,7.0,4040.0,4-6 6-1 6-4 6-4,5,QF,156.0,12.0,4.0,106.0,70.0,57.0,21.0,19.0,5.0,6.0,3.0,2.0,138.0,79.0,45.0,33.0,18.0,10.0,14.0
2019-540,Wimbledon,Grass,128,G,20190701,225,103819,2.0,,Roger Federer,R,185.0,SUI,37.8,3.0,6620.0,104745,3.0,,Rafael Nadal,L,185.0,ESP,33.0,2.0,7945.0,7-6(3) 1-6 6-3 6-4,5,SF,182.0,14.0,1.0,116.0,79.0,58.0,23.0,19.0,6.0,8.0,10.0,4.0,127.0,81.0,60.0,22.0,20.0,8.0,10.0
2019-540,Wimbledon,Grass,128,G,20190701,226,104925,1.0,,Novak Djokovic,R,188.0,SRB,32.1,1.0,12415.0,103819,2.0,,Roger Federer,R,185.0,SUI,37.8,3.0,6620.0,7-6(5) 1-6 7-6(4) 4-6 13-12(3),5,F,297.0,10.0,9.0,219.0,136.0,101.0,39.0,34.0,6.0,13.0,25.0,6.0,203.0,127.0,100.0,39.0,34.0,5.0,8.0
2019-560,US Open,Hard,128,G,20190826,116,103819,3.0,,Roger Federer,R,185.0,SUI,38.0,3.0,6950.0,111576,,Q,Sumit Nagal,R,178.0,IND,22.0,190.0,264.0,4-6 6-1 6-2 6-4,5,R128,150.0,12.0,7.0,132.0,80.0,57.0,25.0,18.0,10.0,13.0,0.0,4.0,107.0,68.0,40.0,18.0,17.0,6.0,13.0
2019-560,US Open,Hard,128,G,20190826,172,103819,3.0,,Roger Federer,R,185.0,SUI,38.0,3.0,6950.0,106000,,,Damir Dzumhur,R,175.0,BIH,27.2,99.0,535.0,3-6 6-2 6-3 6-4,5,R64,142.0,16.0,4.0,119.0,82.0,63.0,16.0,18.0,6.0,8.0,2.0,8.0,117.0,76.0,49.0,21.0,18.0,4.0,9.0
2019-560,US Open,Hard,128,G,20190826,200,103819,3.0,,Roger Federer,R,185.0,SUI,38.0,3.0,6950.0,105554,,,Daniel Evans,R,175.0,GBR,29.2,58.0,955.0,6-2 6-2 6-1,5,R32,80.0,10.0,1.0,61.0,40.0,32.0,15.0,12.0,1.0,2.0,0.0,4.0,67.0,34.0,14.0,13.0,11.0,7.0,14.0
2019-560,US Open,Hard,128,G,20190826,214,103819,3.0,,Roger Federer,R,185.0,SUI,38.0,3.0,6950.0,105676,15.0,,David Goffin,R,180.0,BEL,28.7,15.0,2055.0,6-2 6-2 6-0,5,R16,79.0,10.0,3.0,62.0,42.0,35.0,8.0,11.0,5.0,7.0,0.0,4.0,60.0,30.0,12.0,8.0,11.0,1.0,10.0
2019-560,US Open,Hard,128,G,20190826,221,105777,,,Grigor Dimitrov,R,191.0,BUL,28.2,78.0,722.0,103819,3.0,,Roger Federer,R,185.0,SUI,38.0,3.0,6950.0,3-6 6-4 3-6 6-4 6-2,5,QF,192.0,6.0,7.0,131.0,91.0,68.0,21.0,23.0,10.0,14.0,6.0,1.0,144.0,88.0,65.0,28.0,23.0,10.0,15.0
2020-580,Australian Open,Hard,128,G,20200120,147,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,3.0,6590.0,105449,,,Steve Johnson,R,188.0,USA,30.0,75.0,720.0,6-3 6-2 6-2,5,R128,81.0,11.0,1.0,66.0,49.0,40.0,13.0,13.0,1.0,1.0,3.0,2.0,73.0,46.0,26.0,13.0,12.0,4.0,9.0
2020-580,Australian Open,Hard,128,G,20200120,187,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,3.0,6590.0,105936,,,Filip Krajinovic,R,185.0,SRB,27.8,41.0,1158.0,6-1 6-4 6-1,5,R64,92.0,14.0,0.0,68.0,47.0,36.0,13.0,12.0,2.0,3.0,4.0,2.0,77.0,57.0,33.0,4.0,12.0,7.0,14.0
2020-580,Australian Open,Hard,128,G,20200120,207,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,3.0,6590.0,105357,,,John Millman,R,183.0,AUS,30.6,47.0,1096.0,4-6 7-6(2) 6-4 4-6 7-6(8),5,R32,243.0,16.0,6.0,170.0,111.0,85.0,30.0,27.0,4.0,8.0,11.0,4.0,189.0,118.0,80.0,43.0,27.0,7.0,10.0
2020-580,Australian Open,Hard,128,G,20200120,217,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,3.0,6590.0,105916,,,Marton Fucsovics,R,188.0,HUN,27.9,67.0,827.0,4-6 6-1 6-2 6-2,5,R16,131.0,5.0,0.0,103.0,63.0,48.0,21.0,17.0,7.0,9.0,1.0,1.0,89.0,42.0,24.0,25.0,16.0,5.0,12.0
2020-580,Australian Open,Hard,128,G,20200120,222,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,3.0,6590.0,105815,,,Tennys Sandgren,R,188.0,USA,28.4,100.0,573.0,6-3 2-6 2-6 7-6(8) 6-3,5,QF,211.0,5.0,3.0,171.0,112.0,80.0,31.0,23.0,10.0,14.0,27.0,5.0,150.0,97.0,77.0,24.0,23.0,11.0,13.0
2020-580,Australian Open,Hard,128,G,20200120,225,104925,2.0,,Novak Djokovic,R,188.0,SRB,32.6,2.0,9720.0,103819,3.0,,Roger Federer,R,185.0,SUI,38.4,3.0,6590.0,7-6(1) 6-4 6-3,5,SF,138.0,11.0,1.0,102.0,74.0,54.0,15.0,16.0,5.0,7.0,15.0,3.0,104.0,68.0,45.0,15.0,15.0,7.0,11.0
2021-520,Roland Garros,Clay,128,G,20210531,115,103819,8.0,,Roger Federer,R,185.0,SUI,39.8,8.0,5605.0,104797,,Q,Denis Istomin,R,185.0,UZB,34.7,204.0,343.0,6-2 6-4 6-3,5,R128,93.0,8.0,0.0,65.0,46.0,37.0,15.0,14.0,0.0,0.0,3.0,4.0,87.0,61.0,36.0,13.0,13.0,8.0,13.0
2021-520,Roland Garros,Clay,128,G,20210531,171,103819,8.0,,Roger Federer,R,185.0,SUI,39.8,8.0,5605.0,105227,,,Marin Cilic,R,198.0,CRO,32.6,47.0,1388.0,6-2 2-6 7-6(4) 6-2,5,R64,155.0,16.0,1.0,117.0,80.0,60.0,21.0,18.0,5.0,8.0,12.0,6.0,120.0,77.0,58.0,17.0,18.0,11.0,16.0
2021-520,Roland Garros,Clay,128,G,20210531,199,103819,8.0,,Roger Federer,R,185.0,SUI,39.8,8.0,5605.0,136440,,,Dominik Koepfer,L,180.0,GER,27.0,59.0,1134.0,7-6(5) 6-7(3) 7-6(4) 7-5,5,R32,215.0,6.0,1.0,158.0,101.0,69.0,33.0,24.0,2.0,6.0,11.0,4.0,161.0,95.0,62.0,41.0,24.0,9.0,14.0
2021-520,Roland Garros,Clay,128,G,20210531,213,126610,9.0,,Matteo Berrettini,R,196.0,ITA,25.1,9.0,3958.0,103819,8.0,,Roger Federer,R,185.0,SUI,39.8,8.0,5605.0,W/O,5,R16,,,,,,,,0.0,,,,,,,,,0.0,,
2021-540,Wimbledon,Grass,128,G,20210628,148,103819,6.0,,Roger Federer,R,185.0,SUI,39.8,8.0,4815.0,105173,,,Adrian Mannarino,L,180.0,FRA,32.9,41.0,1571.0,6-4 6-7(3) 3-6 6-2 0-0 RET,5,R128,164.0,16.0,3.0,112.0,68.0,50.0,27.0,19.0,6.0,8.0,5.0,6.0,130.0,83.0,63.0,20.0,21.0,9.0,13.0
2021-540,Wimbledon,Grass,128,G,20210628,188,103819,6.0,,Roger Federer,R,185.0,SUI,39.8,8.0,4815.0,104755,,,Richard Gasquet,R,183.0,FRA,35.0,56.0,1148.0,7-6(1) 6-1 6-4,5,R64,111.0,10.0,0.0,95.0,62.0,52.0,19.0,15.0,5.0,5.0,3.0,2.0,96.0,55.0,36.0,21.0,15.0,3.0,6.0
2021-540,Wimbledon,Grass,128,G,20210628,208,103819,6.0,,Roger Federer,R,185.0,SUI,39.8,8.0,4815.0,111815,29.0,,Cameron Norrie,L,188.0,GBR,25.8,34.0,1770.0,6-4 6-4 5-7 6-4,5,R32,155.0,7.0,0.0,114.0,76.0,56.0,25.0,21.0,2.0,4.0,12.0,7.0,132.0,87.0,59.0,22.0,21.0,7.0,11.0
2021-540,Wimbledon,Grass,128,G,20210628,218,103819,6.0,,Roger Federer,R,185.0,SUI,39.8,8.0,4815.0,132283,23.0,,Lorenzo Sonego,R,191.0,ITA,26.1,27.0,2038.0,7-5 6-4 6-2,5,R16,131.0,4.0,1.0,78.0,47.0,37.0,20.0,15.0,2.0,3.0,4.0,2.0,108.0,67.0,44.0,18.0,15.0,10.0,15.0
2021-540,Wimbledon,Grass,128,G,20210628,223,128034,14.0,,Hubert Hurkacz,R,196.0,POL,24.3,18.0,2533.0,103819,6.0,,Roger Federer,R,185.0,SUI,39.8,8.0,4815.0,6-3 7-6(4) 6-0,5,QF,109.0,10.0,3.0,88.0,52.0,41.0,20.0,15.0,3.0,4.0,5.0,3.0,93.0,60.0,40.0,11.0,13.0,10.0,15.0
